,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label,meanfreqcategories,sdcategories,mediancategories,Q25categories,Q75categories,IQRcategories,skewcategories,kurtcategories,sp.entcategories,sfmcategories,modecategories,centroidcategories,meanfuncategories,minfuncategories,maxfuncategories,meandomcategories,mindomcategories,maxdomcategories,dfrangecategories,modindxcategories
924,0.1963173263,0.0557582731,0.2125925926,0.1352469136,0.2432716049,0.1080246914,1.6967812605,5.5236815916,0.9009231948,0.3191542799,0.2424074074,0.1963173263,0.1347759672,0.0486815416,0.2790697674,1.0503270349,0.0234375,6.515625,6.4921875,0.1519172602,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
925,0.1907200111,0.059821282,0.1865123967,0.1416198347,0.2439008264,0.1022809917,1.3602196986,4.7169521426,0.9209678842,0.4673462074,0.2434380165,0.1907200111,0.1446135399,0.048582996,0.275862069,0.7805232558,0.0234375,4.3828125,4.359375,0.0949349179,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
926,0.1883575972,0.0577874829,0.1843661972,0.1326056338,0.2425352113,0.1099295775,1.7748522678,6.2865340339,0.9049968003,0.3813195937,0.1266901408,0.1883575972,0.1415134832,0.04743083,0.2790697674,0.6824127907,0.0234375,5.4140625,5.390625,0.0823857302,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
927,0.1904086378,0.0688934391,0.2201643836,0.128109589,0.2477808219,0.1196712329,1.9765912563,6.8120977938,0.9161283593,0.4965246708,0.1196712329,0.1904086378,0.1401888673,0.0487804878,0.2790697674,0.8585258152,0.0234375,6.0703125,6.046875,0.1197243755,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
928,0.1921544072,0.057609999,0.1957333333,0.1408,0.2469333333,0.1061333333,1.7932042961,6.0414688142,0.8909909197,0.3331380444,0.2490666667,0.1921544072,0.1299407118,0.0481927711,0.2774566474,1.0572212838,0.0234375,7.828125,7.8046875,0.0821730822,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
929,0.2012405802,0.0609609958,0.2309380531,0.1338053097,0.2507610619,0.1169557522,1.8549163703,6.3537418273,0.8794036527,0.2935146187,0.2398584071,0.2012405802,0.1304573835,0.0471976401,0.2727272727,1.1484375,0.0234375,8.1796875,8.15625,0.1018173346,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
930,0.204075413,0.0638210011,0.2329460581,0.1376763485,0.2666390041,0.1289626556,2.4732834444,9.6799286807,0.8576133593,0.2557755275,0.2770954357,0.204075413,0.1299896259,0.0471050049,0.2790697674,1.6145089286,0.0234375,7.7578125,7.734375,0.1163825758,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
931,0.1857686459,0.0578478329,0.1839564428,0.1300907441,0.2368058076,0.1067150635,2.6564609236,11.9456383321,0.8862437331,0.3226368684,0.2332486388,0.1857686459,0.1212249616,0.0470127326,0.2790697674,0.8629807692,0.140625,5.484375,5.34375,0.1031328321,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
932,0.1874770371,0.0603819903,0.2168205128,0.1225299145,0.2383589744,0.1158290598,2.4569315392,9.4236838648,0.8787813256,0.3538118791,0.1182222222,0.1874770371,0.1152843847,0.0471050049,0.2774566474,1.0078125,0.0234375,5.578125,5.5546875,0.0973628692,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
933,0.1895151999,0.0618022729,0.2090728477,0.1265562914,0.2466225166,0.1200662252,1.7614600483,5.8983948357,0.8968451511,0.3580824063,0.2503311258,0.1895151999,0.1266956972,0.0471050049,0.2742857143,1.4683866279,0.0234375,6,5.9765625,0.1554466231,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
934,0.1938321536,0.0589642393,0.2279876161,0.1243962848,0.2405572755,0.1161609907,2.8849658553,12.5615277819,0.8561607884,0.2598237006,0.1174613003,0.1938321536,0.115723055,0.0487309645,0.2790697674,2.1411132813,0.3515625,15.6796875,15.328125,0.1100222408,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q2,Q3,Q2,Q1,Q3,Q3,Q3,Q3,Q3,Q1
935,0.1890634772,0.0599236773,0.2188050314,0.1263522013,0.2447798742,0.118427673,1.6369925821,5.0835893405,0.8785100552,0.254670979,0.1263522013,0.1890634772,0.1180716966,0.0478564307,0.275862069,1.3364361702,0.0234375,9.3515625,9.328125,0.1293132328,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
936,0.1919211835,0.0650111121,0.1896032832,0.1325307798,0.2589329685,0.1264021888,1.7802588383,5.4759244777,0.8798291609,0.3019583508,0.1363611491,0.1919211835,0.128070967,0.048241206,0.2790697674,1.0345982143,0.0234375,6.2578125,6.234375,0.1121312898,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
937,0.2013057189,0.0616965905,0.2320415225,0.1322491349,0.2572318339,0.124982699,2.1108241039,7.1076241128,0.8745386035,0.2947942067,0.2586851211,0.2013057189,0.1136161508,0.0469208211,0.2696629213,0.9625726744,0.140625,5.9296875,5.7890625,0.0936234818,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
938,0.1959378998,0.0585758053,0.2215827338,0.1369784173,0.2452517986,0.1082733813,1.5142564561,4.9165485441,0.89737576,0.322004064,0.2422302158,0.1959378998,0.1158171371,0.0479041916,0.275862069,0.4650493421,0.0234375,3.9140625,3.890625,0.0662650602,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
939,0.1968394879,0.0617879497,0.226819222,0.1300686499,0.2505263158,0.1204576659,2.1940580591,8.5945329025,0.8679743053,0.2701698767,0.2498855835,0.1968394879,0.1193349027,0.0539932508,0.2412060302,0.7315340909,0.0234375,4.3125,4.2890625,0.0901639344,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
940,0.1933572929,0.0601015749,0.2191103789,0.1323887974,0.2454036244,0.113014827,1.4737799745,5.0990562306,0.895910918,0.2907608173,0.2329489292,0.1933572929,0.1266994181,0.0489296636,0.2774566474,1.202955163,0.0234375,5.6953125,5.671875,0.1582740727,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
941,0.1983568895,0.061187311,0.2285328836,0.1364586847,0.2521416526,0.115682968,1.4015209507,4.0696873346,0.8839685964,0.29610147,0.2341989882,0.1983568895,0.1141065596,0.0469208211,0.2790697674,1.9989583333,0.0234375,10.828125,10.8046875,0.1341803533,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q3,Q1,Q2,Q2,Q1
942,0.1913805241,0.0612297008,0.2204761905,0.1276190476,0.2438095238,0.1161904762,1.8637352541,6.3592530304,0.8809813596,0.2977983394,0.2338095238,0.1913805241,0.1175743202,0.047151277,0.275862069,0.8783203125,0.0234375,5.0390625,5.015625,0.0693854432,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
943,0.2003031651,0.0616654613,0.2299638989,0.1354512635,0.2562454874,0.1207942238,1.6198816675,5.1940246024,0.8863181488,0.3139360635,0.2562454874,0.2003031651,0.1270359483,0.0478087649,0.2790697674,1.6907703488,0.0234375,6.515625,6.4921875,0.1795126354,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
944,0.2033627563,0.0600869883,0.2274135091,0.1360790774,0.2541680395,0.1180889621,1.3755155318,3.8539056072,0.8775620675,0.2342467487,0.2301812191,0.2033627563,0.1315716784,0.0471050049,0.2696629213,1.0192708333,0.0234375,6.28125,6.2578125,0.1288389513,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
945,0.1948514249,0.0608052969,0.2123420074,0.1373977695,0.2508550186,0.1134572491,1.1646455034,3.2482492021,0.8891123331,0.2850619773,0.28,0.1948514249,0.1279497786,0.0473372781,0.275862069,1.0725740132,0.1640625,5.2265625,5.0625,0.1194172113,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q2,Q1,Q1,Q1
946,0.2004336856,0.0618352909,0.232795389,0.1355619597,0.2541786744,0.1186167147,1.6659569978,5.0354427776,0.8759862735,0.2582095779,0.2444956772,0.2004336856,0.1181404734,0.0479041916,0.2742857143,1.2109375,0.0234375,12.1875,12.1640625,0.0568153747,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
947,0.1958475405,0.0595681748,0.223202847,0.1295373665,0.2486120996,0.1190747331,2.0432979432,7.1914490804,0.882147991,0.2756613511,0.2431316726,0.1958475405,0.1243124506,0.0480961924,0.2651933702,0.5535714286,0.0234375,3.0234375,3,0.0900390625,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
948,0.1959536758,0.0589958073,0.2215157116,0.1345656192,0.2473937153,0.1128280961,1.5217954049,4.9180609042,0.8856045111,0.2723033574,0.2396303142,0.1959536758,0.1241326116,0.0475247525,0.2790697674,1.1642578125,0.0234375,6.421875,6.3984375,0.1178101178,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
949,0.1940595985,0.0632404124,0.2267371202,0.1276089828,0.2507793923,0.1231704095,1.6217009949,4.9673897616,0.8689064206,0.2281620049,0.1228005284,0.1940595985,0.1285298298,0.0476663357,0.2774566474,1.3334263393,0.0234375,6.140625,6.1171875,0.1524137931,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
950,0.1978850718,0.0594833666,0.2071232877,0.1380821918,0.2526027397,0.1145205479,1.2707246949,3.8964058539,0.8906496061,0.2651439796,0.138630137,0.1978850718,0.1237793342,0.0473372781,0.2790697674,0.8854166667,0.0234375,5.6015625,5.578125,0.0903361345,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q2,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
951,0.1934242142,0.0597791549,0.2230935252,0.1289208633,0.2432374101,0.1143165468,1.9633062569,6.7494768952,0.8846403063,0.3190141284,0.1158273381,0.1934242142,0.1291530153,0.0477137177,0.2790697674,1.7700639205,0.0234375,6.4453125,6.421875,0.1483315954,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
952,0.1879438084,0.0610985394,0.1886524823,0.1305673759,0.2437588652,0.1131914894,1.4418523555,4.4970775823,0.9006083799,0.3758380513,0.1171631206,0.1879438084,0.1298697741,0.0477137177,0.275862069,1.0991586538,0.0234375,6.2578125,6.234375,0.1383458647,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
953,0.2008612419,0.0607007354,0.2288843813,0.1334685598,0.2510344828,0.1175659229,1.7168885126,5.7045289797,0.8728843809,0.2654266402,0.2419472617,0.2008612419,0.1298656263,0.0479041916,0.2790697674,1.0420185811,0.0234375,6.09375,6.0703125,0.1102141102,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
954,0.1995895425,0.0635260897,0.2236477987,0.136918239,0.2597484277,0.1228301887,1.4121814781,4.0344614027,0.8910611892,0.3031234538,0.2733962264,0.1995895425,0.117279169,0.0470127326,0.2774566474,1.2483016304,0.0234375,8.578125,8.5546875,0.0729288976,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
955,0.1978517769,0.0638046079,0.2238899804,0.1325736739,0.2574459725,0.1248722986,1.5213872557,4.445022673,0.8836580601,0.3304032654,0.1270726916,0.1978517769,0.1207620486,0.0489795918,0.2711864407,1.043285473,0.0234375,4.78125,4.7578125,0.1393798899,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
956,0.1949613048,0.0594329284,0.224825046,0.1304604052,0.2454511971,0.1149907919,1.883823123,6.2669258841,0.8790615491,0.2987249144,0.2449355433,0.1949613048,0.1278574123,0.0475718533,0.2742857143,0.7555803571,0.0234375,4.8515625,4.828125,0.1225089423,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
957,0.1934920464,0.0617104267,0.2245212766,0.1292021277,0.2412765957,0.1120744681,2.5599843692,11.5878614592,0.8767953066,0.3019405854,0.1150531915,0.1934920464,0.1203083355,0.0495867769,0.2774566474,0.8970170455,0.0234375,5.1328125,5.109375,0.0897771953,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
958,0.1865065489,0.0632787275,0.1776706827,0.1255689424,0.2458902276,0.1203212851,1.8550878424,6.8533538355,0.8916771984,0.3144263114,0.1184471218,0.1865065489,0.1299992013,0.0471976401,0.2790697674,1.1053125,0.0234375,5.0625,5.0390625,0.0934366925,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
959,0.1791009869,0.0607008398,0.1692631579,0.1221052632,0.2387368421,0.1166315789,2.044890568,7.9203429621,0.892616231,0.3500547742,0.1221052632,0.1791009869,0.1148599508,0.0476190476,0.262295082,1.0278320313,0.0234375,6.234375,6.2109375,0.1288164666,male,Q3,Q2,Q2,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
960,0.1910237972,0.0597085734,0.212926045,0.1282958199,0.244437299,0.1161414791,1.9498763414,7.0610989071,0.889086848,0.3020655792,0.2394855305,0.1910237972,0.1301766681,0.0480961924,0.2774566474,1.398607337,0.0234375,5.484375,5.4609375,0.1918046188,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
961,0.1926213378,0.0585548974,0.21728,0.133504,0.241472,0.107968,1.8536512971,6.902200395,0.8955982344,0.3193411375,0.231616,0.1926213378,0.1230877456,0.0475247525,0.2637362637,1.1638849432,0.1171875,5.8828125,5.765625,0.11392537,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
962,0.1992173608,0.0606480024,0.2198839458,0.1375628627,0.2556286267,0.118065764,1.3685887344,3.9035954989,0.8872278492,0.2588214679,0.2686266925,0.1992173608,0.1187991517,0.0469208211,0.2774566474,0.9348214286,0.1875,6.0234375,5.8359375,0.082264542,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q2,Q1,Q1,Q1
963,0.1892322847,0.0623709511,0.1809552239,0.1308059701,0.252,0.1211940299,1.7977028481,6.4093043423,0.8997471619,0.3412267229,0.1211940299,0.1892322847,0.1337119027,0.0473372781,0.2790697674,1.1998980978,0.0234375,5.7421875,5.71875,0.1220286885,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
964,0.1940034861,0.0603487399,0.1926331811,0.1346727549,0.2540030441,0.1193302892,1.5415930937,4.7073729511,0.8852409628,0.2712275158,0.1325418569,0.1940034861,0.1291981053,0.0486322188,0.2774566474,1.7281568878,0.1875,7.96875,7.78125,0.1184967141,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q2,Q3,Q2,Q1,Q3,Q2,Q2,Q2,Q2,Q1
965,0.185269829,0.0589789081,0.1682191781,0.1293150685,0.2438356164,0.1145205479,1.4272907708,4.4779050329,0.8929173521,0.3212265057,0.2438356164,0.185269829,0.1237707077,0.0471050049,0.2742857143,1.3877467105,0.0234375,6.375,6.3515625,0.1359163592,male,Q3,Q2,Q2,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
966,0.1948745224,0.0627168313,0.2166666667,0.130952381,0.2542857143,0.1233333333,1.7703259664,5.5249315503,0.8777774775,0.2898353222,0.1257142857,0.1948745224,0.1241228884,0.0488301119,0.2790697674,1.6010416667,0.0234375,9.421875,9.3984375,0.1029742716,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
967,0.1928092515,0.0619317617,0.2136129032,0.1314193548,0.2524516129,0.1210322581,1.652428058,5.3435267634,0.8891192687,0.3208925849,0.1287096774,0.1928092515,0.1423934034,0.0469667319,0.2774566474,1.2565696023,0.1640625,6.75,6.5859375,0.1279359431,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q2,Q1,Q1,Q1
968,0.1825077625,0.0585604801,0.1579146919,0.1375671406,0.2477093207,0.1101421801,1.7178468741,5.75765992,0.8908949509,0.3467869663,0.1388941548,0.1825077625,0.1314095877,0.0489296636,0.2666666667,0.8994140625,0.0234375,6.140625,6.1171875,0.0870533725,male,Q3,Q2,Q2,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
969,0.189983202,0.0600653248,0.1922206096,0.133701016,0.2442380261,0.1105370102,1.4064572567,4.4616281274,0.9031814715,0.3331600605,0.1186647315,0.189983202,0.1221743975,0.0471976401,0.2666666667,0.7355385638,0.0234375,5.625,5.6015625,0.0926625166,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
970,0.1894259861,0.0603711373,0.2062709285,0.1282800609,0.2463318113,0.1180517504,1.3454306429,4.1838045176,0.905014688,0.3335505335,0.1252968037,0.1894259861,0.127748174,0.047151277,0.2742857143,0.7715242347,0.0234375,3.28125,3.2578125,0.1581098757,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
971,0.1915907036,0.0596623128,0.2209981516,0.1304251386,0.2427356747,0.112310536,1.7459140664,5.8206699349,0.8690619773,0.2247010728,0.2251386322,0.1915907036,0.118303156,0.0470588235,0.2448979592,0.7471417683,0.0234375,4.5703125,4.546875,0.0853228432,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
972,0.1989369824,0.0630528231,0.224,0.1335384615,0.2618119658,0.1282735043,2.1680237606,8.1678897375,0.8708297281,0.2598805587,0.2670769231,0.1989369824,0.1312753549,0.048,0.2790697674,0.744140625,0.0234375,6.3515625,6.328125,0.0224867725,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q3,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
973,0.1856985739,0.0581124985,0.1756321839,0.1347126437,0.2386206897,0.103908046,1.4646102957,4.8907000824,0.9020477945,0.3303601446,0.1204597701,0.1856985739,0.1364662644,0.0470588235,0.2790697674,1.1195494186,0.0234375,6.328125,6.3046875,0.1290354138,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
974,0.1882913065,0.0607568193,0.1967924528,0.1285534591,0.2434591195,0.1149056604,1.9243420176,6.9213148564,0.8985355353,0.3593336882,0.1171069182,0.1882913065,0.1302054119,0.0480961924,0.2742857143,1.3415178571,0.0234375,5.4140625,5.390625,0.1122981366,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
975,0.186219164,0.0600360132,0.213832853,0.1222478386,0.2388472622,0.1165994236,1.9673941642,6.5868384984,0.8849704029,0.318323382,0.2444956772,0.186219164,0.1175820637,0.0486322188,0.2681564246,0.9873046875,0.0234375,5.3203125,5.296875,0.1407295489,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
976,0.1854625074,0.0587788736,0.1986171575,0.1265556978,0.2376952625,0.1111395647,1.7441324002,5.9138876539,0.9035666289,0.3621972667,0.1150832266,0.1854625074,0.1185644466,0.0489296636,0.2790697674,1.154296875,0.0234375,6.2109375,6.1875,0.0979305248,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
977,0.1913533962,0.0587488548,0.195862069,0.1342528736,0.2422988506,0.108045977,1.5893020766,5.7284735496,0.9087917594,0.3602568721,0.2354022989,0.1913533962,0.1309606027,0.0477137177,0.2774566474,1.1776041667,0.0234375,5.2734375,5.25,0.0890679443,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
978,0.1891600771,0.061119498,0.1811764706,0.1307958478,0.2514186851,0.1206228374,1.9464608146,6.9884391273,0.8962687708,0.3631593935,0.125467128,0.1891600771,0.1214300134,0.0478087649,0.275862069,1.2004573171,0.0234375,5.15625,5.1328125,0.0966113915,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
979,0.1773296697,0.0582668049,0.1636858006,0.1243504532,0.2347432024,0.1103927492,1.8385876261,6.5739559018,0.907352302,0.3906804431,0.1209667674,0.1773296697,0.1153606315,0.0473372781,0.2790697674,1.4301861702,0.0234375,10.125,10.1015625,0.0873936582,male,Q3,Q2,Q2,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
980,0.186100909,0.0574075611,0.1813868613,0.1302919708,0.2381021898,0.107810219,1.1879543473,3.8367771171,0.9046560838,0.3155666132,0.1277372263,0.186100909,0.1354102009,0.049689441,0.2790697674,1.5396634615,0.0234375,6.4453125,6.421875,0.1039072563,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
981,0.1830456298,0.0581985956,0.1558865248,0.1375177305,0.2442553191,0.1067375887,1.5022265399,4.6555068055,0.8872437142,0.2885277397,0.1380141844,0.1830456298,0.121990552,0.0497925311,0.2774566474,1.2176067073,0.0234375,5.15625,5.1328125,0.1111933852,male,Q3,Q2,Q2,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
982,0.1948448641,0.0604492351,0.2217482517,0.1287412587,0.2437762238,0.115034965,1.7436533303,6.2573234461,0.8797167123,0.2572950395,0.115034965,0.1948448641,0.1220263162,0.0470588235,0.2774566474,1.1086956522,0.140625,5.3671875,5.2265625,0.1054830819,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q1,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
983,0.1897979436,0.0618131049,0.2144954128,0.1267278287,0.2448929664,0.1181651376,1.5314874381,4.7767148304,0.898456662,0.3479679619,0.1215902141,0.1897979436,0.1197055938,0.047761194,0.2790697674,0.9067095588,0.0234375,6.46875,6.4453125,0.0771212121,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q1,Q1,Q1,Q1,Q1
984,0.1988105715,0.0608955536,0.227862069,0.1337241379,0.2500689655,0.1163448276,2.1719194372,8.5992139029,0.8799182886,0.2857951516,0.2462068966,0.1988105715,0.1387401884,0.0484359233,0.2790697674,1.2307412791,0.0234375,5.1796875,5.15625,0.1388755981,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q3,Q3,Q2,Q1,Q3,Q2,Q1,Q1,Q1,Q1
985,0.1904791029,0.0618161885,0.1945381526,0.1304417671,0.2502008032,0.1197590361,1.1634234704,3.3189517658,0.898944987,0.3650461459,0.1141365462,0.1904791029,0.1260033415,0.0485338726,0.2681564246,1.3231534091,0.0234375,7.6640625,7.640625,0.1351884312,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q2,Q2,Q1
986,0.1855839943,0.0614724661,0.1851551957,0.1284750337,0.2418353576,0.1133603239,1.1718929878,3.3270123356,0.8968473346,0.2982603638,0.1194062078,0.1855839943,0.1286561279,0.0473372781,0.2774566474,1.2118252841,0.0234375,14.7890625,14.765625,0.0539253539,male,Q3,Q2,Q3,Q2,Q3,Q2,Q1,Q1,Q3,Q2,Q2,Q3,Q2,Q1,Q3,Q2,Q1,Q3,Q3,Q1
